SN	VFG	gi	name	shortDesc	vfDesc	vfID	org	vfclass
16373	VFG007873	145223976	ppsE__1	beta-ketoacyl synthase	PDIM (phthiocerol dimycocerosate) and PGL (phenolic glycolipid) biosynthesis and transport	CVF288	Mycobacterium gilvum PYR-GCK	Cell surface components
16374	VFG022135	41409884	eccD3__1	hypothetical protein	ESX-3 (T7SS)	CVF635	Mycobacterium avium subsp. paratuberculosis K-10	Secretion system
16375	VFG022136	118465427	eccD3__1	hypothetical protein	ESX-3 (T7SS)	CVF635	Mycobacterium avium 104	Secretion system
16376	VFG024541	387878157	eccD3__1	hypothetical protein	ESX-3 (T7SS)	CVF635	Mycobacterium intracellulare str. MOTT36Y	Secretion system
16377	VFG024542	379756783	eccD3__1	hypothetical protein	ESX-3 (T7SS)	CVF635	Mycobacterium intracellulare MOTT-02	Secretion system
16378	VFG024540	406033054	eccD3__1	hypothetical protein	ESX-3 (T7SS)	CVF635	Mycobacterium indicus pranii MTCC 9506	Secretion system
16379	VFG024543	379764308	eccD3__1	hypothetical protein	ESX-3 (T7SS)	CVF635	Mycobacterium intracellulare MOTT-64	Secretion system
16380	VFG028797	523916226	mycP3	subtilase family protein	ESX-3 (T7SS)	CVF635	Mycobacterium yongonense 05-1390	Secretion system
16381	VFG028379	433636985	eccE2__1	ESX conserved componant EccE2	ESX-2 (T7SS)	CVF634	Mycobacterium canettii CIPT 140070017	Secretion system
16382	VFG028377	433644078	eccE2__1	ESX conserved componant EccE2	ESX-2 (T7SS)	CVF634	Mycobacterium canettii CIPT 140070008	Secretion system
16383	VFG028390	383309591	eccE2__1	hypothetical protein	ESX-2 (T7SS)	CVF634	Mycobacterium tuberculosis RGTB327	Secretion system
16384	VFG021931	148825093	eccE2__1	hypothetical protein	ESX-2 (T7SS)	CVF634	Mycobacterium tuberculosis F11	Secretion system
16385	VFG021935	31795059	eccE2__1	hypothetical protein	ESX-2 (T7SS)	CVF634	Mycobacterium bovis AF2122/97	Secretion system
16386	VFG007860	31794111	ppsD__1	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSD	PDIM (phthiocerol dimycocerosate) and PGL (phenolic glycolipid) biosynthesis and transport	CVF288	Mycobacterium bovis AF2122/97	Cell surface components
16387	VFG008897	479315896	ppsD__1	phenolpthiocerol synthesis type-I polyketidesynthase	PDIM (phthiocerol dimycocerosate) and PGL (phenolic glycolipid) biosynthesis and transport	CVF288	Mycobacterium tuberculosis str. Beijing/NITR203	Cell surface components
16388	VFG022421	340627925	ppsD__1	phenolpthiocerol synthesis type-I polyketide synthase PPSD	PDIM (phthiocerol dimycocerosate) and PGL (phenolic glycolipid) biosynthesis and transport	CVF288	Mycobacterium canettii CIPT 140010059	Cell surface components
16389	VFG008898	494697296	ppsD__4	phenolpthiocerol synthesis type-I polyketidesynthase	PDIM (phthiocerol dimycocerosate) and PGL (phenolic glycolipid) biosynthesis and transport	CVF288	Mycobacterium tuberculosis CAS/NITR204	Cell surface components
16390	VFG007857	15610071	ppsD__1	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSD	PDIM (phthiocerol dimycocerosate) and PGL (phenolic glycolipid) biosynthesis and transport	CVF288	Mycobacterium tuberculosis H37Rv	Cell surface components
16391	VFG022420	339632941	ppsD__1	phenolpthiocerol synthesis type-I polyketide synthase PPSD	PDIM (phthiocerol dimycocerosate) and PGL (phenolic glycolipid) biosynthesis and transport	CVF288	Mycobacterium africanum GM041182	Cell surface components
16392	VFG022422	253797978	ppsD__1	phenolpthiocerol synthesis type-I polyketide synthase ppsD	PDIM (phthiocerol dimycocerosate) and PGL (phenolic glycolipid) biosynthesis and transport	CVF288	Mycobacterium tuberculosis KZN 1435	Cell surface components
16393	VFG008893	433636000	ppsD__1	Phenolpthiocerol synthesis type-I polyketide synthase PpsD	PDIM (phthiocerol dimycocerosate) and PGL (phenolic glycolipid) biosynthesis and transport	CVF288	Mycobacterium canettii CIPT 140070017	Cell surface components
16394	VFG008890	433628053	ppsD__1	Phenolpthiocerol synthesis type-I polyketide synthase PpsD	PDIM (phthiocerol dimycocerosate) and PGL (phenolic glycolipid) biosynthesis and transport	CVF288	Mycobacterium canettii CIPT 140060008	Cell surface components
16395	VFG008891	433643126	ppsD__1	Phenolpthiocerol synthesis type-I polyketide synthase PpsD	PDIM (phthiocerol dimycocerosate) and PGL (phenolic glycolipid) biosynthesis and transport	CVF288	Mycobacterium canettii CIPT 140070008	Cell surface components
16396	VFG008892	433632029	ppsD__1	Phenolpthiocerol synthesis type-I polyketide synthase PpsD	PDIM (phthiocerol dimycocerosate) and PGL (phenolic glycolipid) biosynthesis and transport	CVF288	Mycobacterium canettii CIPT 140070010	Cell surface components
16397	VFG007862	15828270	ppsD__1	polyketide synthase	PDIM (phthiocerol dimycocerosate) and PGL (phenolic glycolipid) biosynthesis and transport	CVF288	Mycobacterium leprae TN	Cell surface components
16398	VFG007863	118617594	ppsD__2	phenolpthiocerol synthesis type-I polyketide synthase PpsD	PDIM (phthiocerol dimycocerosate) and PGL (phenolic glycolipid) biosynthesis and transport	CVF288	Mycobacterium ulcerans Agy99	Cell surface components
16399	VFG008894	443490199	ppsD__2	phenolpthiocerol synthesis type-I polyketide synthase PpsD	PDIM (phthiocerol dimycocerosate) and PGL (phenolic glycolipid) biosynthesis and transport	CVF288	Mycobacterium liflandii 128FXT	Cell surface components
16400	VFG022419	183981786	ppsD__2	phenolpthiocerol synthesis type-I polyketide synthase PpsD	PDIM (phthiocerol dimycocerosate) and PGL (phenolic glycolipid) biosynthesis and transport	CVF288	Mycobacterium marinum M	Cell surface components
16401	VFG027924	523915384	nuoG__1	NADH dehydrogenase subunit G	NuoG	CVF620	Mycobacterium yongonense 05-1390	Anti-apoptosis factor
16402	VFG024122	406032156	nuoG__1	NADH-quinone oxidoreductase subunit G	NuoG	CVF620	Mycobacterium indicus pranii MTCC 9506	Anti-apoptosis factor
16403	VFG024126	379748607	nuoG__1	NADH dehydrogenase subunit G	NuoG	CVF620	Mycobacterium intracellulare ATCC 13950	Anti-apoptosis factor
16404	VFG024125	379763442	nuoG__1	NADH dehydrogenase subunit G	NuoG	CVF620	Mycobacterium intracellulare MOTT-64	Anti-apoptosis factor
16405	VFG008088	507419451	panC	pantoate--beta-alanine ligase	Pantothenate synthesis	CVF305	Mycobacterium abscessus subsp. bolletii 50594	Lipid and fatty acid metabolism
16406	VFG022609	169627645	panC	pantoate--beta-alanine ligase	Pantothenate synthesis	CVF305	Mycobacterium abscessus ATCC 19977	Lipid and fatty acid metabolism
16407	VFG023236	183985427	espL__1	hypothetical protein	ESX-1 (T7SS)	CVF298	Mycobacterium marinum M	Secretion system
16408	VFG028317	443493466	espL__1	Esx-1 secreted protein, EspL	ESX-1 (T7SS)	CVF298	Mycobacterium liflandii 128FXT	Secretion system
16409	VFG022042	15828367	eccB3__1	hypothetical protein	ESX-3 (T7SS)	CVF635	Mycobacterium leprae TN	Secretion system
16410	VFG022040	41409877	eccB3__1	hypothetical protein	ESX-3 (T7SS)	CVF635	Mycobacterium avium subsp. paratuberculosis K-10	Secretion system
16411	VFG024506	379756790	eccB3__1	hypothetical protein	ESX-3 (T7SS)	CVF635	Mycobacterium intracellulare MOTT-02	Secretion system
16412	VFG028635	523916235	eccB3__1	hypothetical protein	ESX-3 (T7SS)	CVF635	Mycobacterium yongonense 05-1390	Secretion system
16413	VFG024504	406033061	eccB3__1	hypothetical protein	ESX-3 (T7SS)	CVF635	Mycobacterium indicus pranii MTCC 9506	Secretion system
16414	VFG008237	118468912	pknG__1	serine/threonine protein kinase	Protein kinase G	CVF295	Mycobacterium smegmatis str. MC2 155	Secreted proteins
16415	VFG022088	118466312	PPE4__2	PPE family protein	ESX-3 (T7SS)	CVF635	Mycobacterium avium 104	Secretion system
16416	VFG022087	41409880	PPE4__2	hypothetical protein	ESX-3 (T7SS)	CVF635	Mycobacterium avium subsp. paratuberculosis K-10	Secretion system
16417	VFG010415	120403839	mce8E	virulence factor Mce family protein	Mce8	CVF343	Mycobacterium vanbaalenii PYR-1	Mammalian cell entry (mce) operons
16418	VFG008217	145221362	esxB__1	hypothetical protein	ESX-1 (T7SS)	CVF298	Mycobacterium gilvum PYR-GCK	Secretion system
16419	VFG024454	387873569	eccD2__1	secretion protein Snm4	ESX-2 (T7SS)	CVF634	Mycobacterium intracellulare str. MOTT36Y	Secretion system
16420	VFG021953	41406262	eccD2__1	hypothetical protein	ESX-2 (T7SS)	CVF634	Mycobacterium avium subsp. paratuberculosis K-10	Secretion system
16421	VFG009597	120405498	narG	nitrate reductase, alpha subunit	Nitrate reductase	CVF318	Mycobacterium vanbaalenii PYR-1	Anaerobic respiration
16422	VFG023540	333990541	eccA5	hypothetical protein	ESX-5 (T7SS)	CVF293	Mycobacterium sp. JDM601	Secretion system
16423	VFG027861	443488657	mce6B	MCE-family protein Mce6B	Mce6	CVF341	Mycobacterium liflandii 128FXT	Mammalian cell entry (mce) operons
16424	VFG023125	183980212	mce6B	MCE-family protein Mce6B	Mce6	CVF341	Mycobacterium marinum M	Mammalian cell entry (mce) operons
16425	VFG024164	406028934	phoP__1	response regulator mprA	PhoP	CVF331	Mycobacterium indicus pranii MTCC 9506	Regulation
16426	VFG022092	145220929	PPE4__1	PPE protein	ESX-3 (T7SS)	CVF635	Mycobacterium gilvum PYR-GCK	Secretion system
16427	VFG024521	315442101	PPE4__1	PPE-repeat containing protein	ESX-3 (T7SS)	CVF635	Mycobacterium gilvum Spyr1	Secretion system
16428	VFG024459	387873568	W7S_00790	hypothetical protein	ESX-2 (T7SS)	CVF634	Mycobacterium intracellulare str. MOTT36Y	Secretion system
16429	VFG021961	41406261	MAP0163	hypothetical protein	ESX-2 (T7SS)	CVF634	Mycobacterium avium subsp. paratuberculosis K-10	Secretion system
16430	VFG022465	183981782	drrC__1	daunorubicin-DIM-transport integral membrane protein ABC transporter DrrC	PDIM (phthiocerol dimycocerosate) and PGL (phenolic glycolipid) biosynthesis and transport	CVF288	Mycobacterium marinum M	Cell surface components
16431	VFG009070	433640626	cmaA2	Cyclopropane-fatty-acyl-phospholipid synthase 2 cmaA2 (cyclopropane fatty acid synthase) (CFA synthase) (cyclopropane mycolic acid synthase 2) (mycolic acid trans-cyclopropane synthetase)	Mycolic acid trans-cyclopropane synthetase	CVF286	Mycobacterium canettii CIPT 140070008	Cell surface components
16432	VFG007744	15607644	cmaA2	CYCLOPROPANE-FATTY-ACYL-PHOSPHOLIPID SYNTHASE 2 CMAA2 (CYCLOPROPANE FATTY ACID SYNTHASE) (CFA SYNTHASE) (CYCLOPROPANE MYCOLIC ACID SYNTHASE 2) (MYCOLIC ACID TRANS-CYCLOPROPANE SYNTHETASE)	Mycolic acid trans-cyclopropane synthetase	CVF286	Mycobacterium tuberculosis H37Rv	Cell surface components
16433	VFG009071	433629590	cmaA2	Cyclopropane-fatty-acyl-phospholipid synthase 2 cmaA2 (cyclopropane fatty acid synthase) (CFA synthase) (cyclopropane mycolic acid synthase 2) (mycolic acid trans-cyclopropane synthetase)	Mycolic acid trans-cyclopropane synthetase	CVF286	Mycobacterium canettii CIPT 140070010	Cell surface components
16434	VFG009069	433625598	cmaA2	Cyclopropane-fatty-acyl-phospholipid synthase 2 cmaA2 (cyclopropane fatty acid synthase) (CFA synthase) (cyclopropane mycolic acid synthase 2) (mycolic acid trans-cyclopropane synthetase)	Mycolic acid trans-cyclopropane synthetase	CVF286	Mycobacterium canettii CIPT 140060008	Cell surface components
16435	VFG007749	41410093	cmaA2	CmaA2	Mycolic acid trans-cyclopropane synthetase	CVF286	Mycobacterium avium subsp. paratuberculosis K-10	Cell surface components
16436	VFG007750	118465133	cmaA2	cyclopropane-fatty-acyl-phospholipid synthase 2	Mycolic acid trans-cyclopropane synthetase	CVF286	Mycobacterium avium 104	Cell surface components
16437	VFG029949	120401298	fad23__2	acyl-CoA synthetase	fad	CVF650	Mycobacterium vanbaalenii PYR-1	Cell surface components
16438	VFG024168	379745318	phoP__1	DNA-binding response regulator PhoP	PhoP	CVF331	Mycobacterium intracellulare ATCC 13950	Regulation
16439	VFG030584	333989847	sugA__3	sugar ABC transporter permease	Trehalose-recycling ABC transporter	CVF651	Mycobacterium sp. JDM601	Cell surface components
16440	VFG023431	183981120	mycP4__2	membrane-anchored serine protease (mycosin), MycP4	ESX-4 (T7SS)	CVF636	Mycobacterium marinum M	Secretion system
16441	VFG022257	118616633	mycP4__2	membrane-anchored serine protease (mycosin), MycP4	ESX-4 (T7SS)	CVF636	Mycobacterium ulcerans Agy99	Secretion system
16442	VFG024263	379762384	mce3D	virulence factor Mce	Mce3	CVF338	Mycobacterium intracellulare MOTT-64	Mammalian cell entry (mce) operons
16443	VFG010431	41406209	mce9D	hypothetical protein	Mce9	CVF344	Mycobacterium avium subsp. paratuberculosis K-10	Mammalian cell entry (mce) operons
16444	VFG009731	118618107	sigF	alternate RNA polymerase sigma factor SigF	Sigma F	CVF326	Mycobacterium ulcerans Agy99	Regulation
16445	VFG008767	433650448	ppsE__1	polyketide synthase family protein	PDIM (phthiocerol dimycocerosate) and PGL (phenolic glycolipid) biosynthesis and transport	CVF288	Mycobacterium smegmatis JS623	Cell surface components
16446	VFG021806	118462750	MAV_2873	acyl carrier protein	Mycobactin	CVF315	Mycobacterium avium 104	Metal uptake
16447	VFG026366	433648561	trpD__1	anthranilate phosphoribosyltransferase	Tryptophan synthesis	CVF308	Mycobacterium smegmatis JS623	Amino acid and purine metabolism
16448	VFG029137	471337267	ERDMAN_1504	acyl carrier protein	Mycobactin	CVF315	Mycobacterium tuberculosis str. Erdman (ATCC 35801)	Metal uptake
16449	VFG024042	406030903	MIP_03949	acyl carrier protein mbtL	Mycobactin	CVF315	Mycobacterium indicus pranii MTCC 9506	Metal uptake
16450	VFG009944	15828393	mce1A__1	putative cell invasion protein	Mce1	CVF336	Mycobacterium leprae TN	Mammalian cell entry (mce) operons
16451	VFG009213	118473897	eccD1__1	probable conserved transmembrane protein	ESX-1 (T7SS)	CVF298	Mycobacterium smegmatis str. MC2 155	Secretion system
16452	VFG022695	169629335	mbtG__1	lysine-N-oxygenase MbtG	Mycobactin	CVF315	Mycobacterium abscessus ATCC 19977	Metal uptake
16453	VFG030596	433634296	sugA__1	Putative sugar-transport integral membrane protein ABC transporter SugA	Trehalose-recycling ABC transporter	CVF651	Mycobacterium canettii CIPT 140070017	Cell surface components
16454	VFG030595	433630339	sugA__1	Putative sugar-transport integral membrane protein ABC transporter SugA	Trehalose-recycling ABC transporter	CVF651	Mycobacterium canettii CIPT 140070010	Cell surface components
16455	VFG030602	385994268	sugA__1	sugar-transport integral membrane protein ABC transporter SugA	Trehalose-recycling ABC transporter	CVF651	Mycobacterium tuberculosis CCDC5079	Cell surface components
16456	VFG030562	15608376	sugA__1	Probable sugar-transport integral membrane protein ABC transporter SugA	Trehalose-recycling ABC transporter	CVF651	Mycobacterium tuberculosis H37Rv	Cell surface components
16457	VFG031738	169631126	regX3	Sensory transduction protein RegX3	RegX3	CVF667	Mycobacterium abscessus ATCC 19977	Regulation
16458	VFG031776	433645400	regX3	response regulator with CheY-like receiver domain and winged-helix DNA-binding domain	RegX3	CVF667	Mycobacterium smegmatis JS623	Regulation
16459	VFG031736	120401846	regX3	two component transcriptional regulator	RegX3	CVF667	Mycobacterium vanbaalenii PYR-1	Regulation
16460	VFG031722	15607632	regX3	Two component sensory transduction protein RegX3 (transcriptional regulatory protein) (probably LuxR-family)	RegX3	CVF667	Mycobacterium tuberculosis H37Rv	Regulation
16461	VFG031754	433640612	regX3	Two component sensory transduction protein RegX3 (transcriptional regulatory protein) (probably LuxR-family)	RegX3	CVF667	Mycobacterium canettii CIPT 140070008	Regulation
16462	VFG031735	118619653	regX3	two component sensory transduction protein RegX3	RegX3	CVF667	Mycobacterium ulcerans Agy99	Regulation
16463	VFG031726	41410081	regX3	RegX3	RegX3	CVF667	Mycobacterium avium subsp. paratuberculosis K-10	Regulation
16464	VFG031747	406032839	regX3	Sensory transduction protein regX3	RegX3	CVF667	Mycobacterium indicus pranii MTCC 9506	Regulation
16465	VFG031731	126433265	regX3	two component transcriptional regulator	RegX3	CVF667	Mycobacterium sp. JLS	Regulation
16466	VFG031729	145220688	regX3	two component transcriptional regulator	RegX3	CVF667	Mycobacterium gilvum PYR-GCK	Regulation
16467	VFG031746	315442360	regX3	response regulator with CheY-like receiver domain and winged-helix DNA-binding domain	RegX3	CVF667	Mycobacterium gilvum Spyr1	Regulation
16468	VFG031740	224988879	regX3	two component sensory transduction protein	RegX3	CVF667	Mycobacterium bovis BCG str. Tokyo 172	Regulation
16469	VFG031728	121636407	regX3	two component sensory transduction protein RegX3	RegX3	CVF667	Mycobacterium bovis BCG str. Pasteur 1173P2	Regulation
16470	VFG024363	406029157	mce7D__1	virulence factor mce family protein	Mce7	CVF342	Mycobacterium indicus pranii MTCC 9506	Mammalian cell entry (mce) operons
16471	VFG008854	433650450	ppsA__2	polyketide synthase family protein	PDIM (phthiocerol dimycocerosate) and PGL (phenolic glycolipid) biosynthesis and transport	CVF288	Mycobacterium smegmatis JS623	Cell surface components
16472	VFG027300	523915354	devS__1	two component system sensor histidine kinase devS	DevR/S	CVF334	Mycobacterium yongonense 05-1390	Regulation
16473	VFG024206	387877235	devS__1	two component system sensor histidine kinase devS	DevR/S	CVF334	Mycobacterium intracellulare str. MOTT36Y	Regulation
16474	VFG023484	333990538	eccD5__1	hypothetical protein	ESX-5 (T7SS)	CVF293	Mycobacterium sp. JDM601	Secretion system
16475	VFG022574	333990289	kasB__2	3-oxoacyl-(acyl carrier protein) synthase II	FAS-II	CVF300	Mycobacterium sp. JDM601	Lipid and fatty acid metabolism
16476	VFG031400	183981453	ctpV	cation transport ATPase, ZntA	Copper exporter	CVF658	Mycobacterium marinum M	Metal exporters
16477	VFG031419	383306852	ctpV	metal cation transporter P-type ATPase CtpV	Copper exporter	CVF658	Mycobacterium tuberculosis RGTB327	Metal exporters
16478	VFG031391	15840395	ctpV	cation transporter E1-E2 family ATPase	Copper exporter	CVF658	Mycobacterium tuberculosis CDC1551	Metal exporters
16479	VFG031416	471336846	ctpV	metal cation transporter P-type ATPase	Copper exporter	CVF658	Mycobacterium tuberculosis str. Erdman (ATCC 35801)	Metal exporters
16480	VFG031411	449063014	ctpV	metal cation transporter P-type ATPase ctpV	Copper exporter	CVF658	Mycobacterium bovis BCG str. Korea 1168P	Metal exporters
16481	VFG029455	41407337	mmpL4b__1	hypothetical protein	GPL locus	CVF650	Mycobacterium avium subsp. paratuberculosis K-10	Cell surface components
16482	VFG031050	169631610	zmp1__2	Probable zinc metalloprotease	Zn++ metallophrotease	CVF655	Mycobacterium abscessus ATCC 19977	Protease
16483	VFG031064	507423504	zmp1__2	metalloendopeptidase PepO	Zn++ metallophrotease	CVF655	Mycobacterium abscessus subsp. bolletii 50594	Protease
16484	VFG024025	315443738	mbtA__1	peptide arylation enzyme	Mycobactin	CVF315	Mycobacterium gilvum Spyr1	Metal uptake
16485	VFG009548	145223278	mbtA__1	AMP-dependent synthetase and ligase	Mycobactin	CVF315	Mycobacterium gilvum PYR-GCK	Metal uptake
16486	VFG024703	120404109	tesA__4	thioesterase	PDIM (phthiocerol dimycocerosate) and PGL (phenolic glycolipid) biosynthesis and transport	CVF288	Mycobacterium vanbaalenii PYR-1	Cell surface components
